Original first level,Original second level,Original third level,NLP Type,NLP first level,NLP second level,NLP third level,NLP fourth level,mapped_nlp
pro,,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
protección,,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
protección legal,acceso al asilo,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
protección legal,necesidades de protección,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
protection,human trafficking,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
protection,,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
protection & security,,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
protection concerns,discrimination,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
protection concerns,,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
sector needs,protection,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
vulnerable groups,key protection concerns,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
violencia física y negligencia,,,Sector,Protection,,,,['first_level_tags->sectors->Protection']
free and fair elections,"infringement on voting rights (voting slips requested, denied voting)",,Sector,Protection,Civil and political rights,,,"['first_level_tags->sectors->Protection', 'subsectors->Protection->Civil and political rights']"
shelter,domestic living space,,Sector,Shelter,Domestic living space,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Domestic living space']"
shelter,interior domestic life,,Sector,Shelter,Domestic living space,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Domestic living space']"
shelter,non food items,,Sector,Shelter,Domestic living space,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Domestic living space']"
shelter and nfis,nfi practices,,Sector,Shelter,Domestic living space,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Domestic living space']"
nfi,,,Sector,Shelter,Domestic living space,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Domestic living space']"
analytical value,typology of dwellings (single vs multi storey),,Sector,Shelter,Dwelling enveloppe,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Dwelling enveloppe']"
habitabilidad,condiciones de la vivienda,,Sector,Shelter,Dwelling enveloppe,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Dwelling enveloppe']"
shelter,dwelling enveloppe,,Sector,Shelter,Dwelling enveloppe,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Dwelling enveloppe']"
shelter,settlement,,Sector,Shelter,Dwelling enveloppe,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Dwelling enveloppe']"
shelter,shelter enveloppe,,Sector,Shelter,Dwelling enveloppe,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Dwelling enveloppe']"
shelter and nfis,construction standards,,Sector,Shelter,Dwelling enveloppe,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Dwelling enveloppe']"
shelter and nfis,settlement approaches,,Sector,Shelter,Dwelling enveloppe,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Dwelling enveloppe']"
vivienda/alojamiento,,,Sector,Shelter,Dwelling enveloppe,,,"['first_level_tags->sectors->Shelter', 'subsectors->Shelter->Dwelling enveloppe']"
access to services (basic needs),shelter,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
aee,alojamiento,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
albergue,,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
clúster,"alojamiento, energía y énseres",,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
demographic and social context,housing conditions,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
marginalized population,homeless,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
options,shelter cluster assessment,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
p2.2 shelter and urban settlements,,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
sector needs,shelter,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
shelter,,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
shelter & nfi,,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
shelter and nfis,,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
shelter cluster presense,activated,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
shelter cluster presense,informal sectoral working group,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
shelter cluster presense,not activated,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
violations of social and economic rights,access to adequate shelter,,Sector,Shelter,,,,['first_level_tags->sectors->Shelter']
ash,higiene,,Sector,Wash,Hygiene,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Hygiene']"
distribution,hygiene items,,Sector,Wash,Hygiene,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Hygiene']"
wash,hygiene,,Sector,Wash,Hygiene,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Hygiene']"
wash,hygiene practices,,Sector,Wash,Hygiene,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Hygiene']"
wash,"promocion de la higiene (servicios, informacion, productos)",,Sector,Wash,Hygiene,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Hygiene']"
wash,salud e higiene menstrual (shm),,Sector,Wash,Hygiene,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Hygiene']"
ash,drenajes,,Sector,Wash,Sanitation,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Sanitation']"
ash,sanidad,,Sector,Wash,Sanitation,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Sanitation']"
availability of sanitation (survival),,,Sector,Wash,Sanitation,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Sanitation']"
wash,acceso a saneamiento: calidad servicio,,Sector,Wash,Sanitation,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Sanitation']"
wash,acceso a saneamiento: cobertura servicio,,Sector,Wash,Sanitation,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Sanitation']"
wash,sanitation,,Sector,Wash,Sanitation,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Sanitation']"
ash,control de vectores,,Sector,Wash,Vector control,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Vector control']"
wash,prevencion y control de infecciones (pci / ipc),,Sector,Wash,Vector control,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Vector control']"
wash,vector control,,Sector,Wash,Vector control,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Vector control']"
ash,gestión de residuos sólidos,,Sector,Wash,Waste management,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Waste management']"
i/s - wash,solid waste management,,Sector,Wash,Waste management,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Waste management']"
response,safe burials (sbd),,Sector,Wash,Waste management,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Waste management']"
wash,gestion de residuos solidos,,Sector,Wash,Waste management,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Waste management']"
wash,waste management,,Sector,Wash,Waste management,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Waste management']"
ash,agua,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
availability of water (survival),,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
wash,acceso al agua:  cantidad de servicio,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
wash,acceso al agua: calidad del agua,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
wash,acceso al agua: continuidad del servicio,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
wash,acceso al agua: tandas,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
wash,safe drinking water,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
wash,water,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
wash,water supply,,Sector,Wash,Water supply,,,"['first_level_tags->sectors->Wash', 'subsectors->Wash->Water supply']"
i/s - wash,"water networks, sewage systems, etc.",,Sector,Wash,,,,['first_level_tags->sectors->Wash']
